Muppet Christmas Carol ,The Love Has Gone,"There was a time when I was sure
That you and I were truly one
That our future was forever
And would never come undone
And we came so close to being close
And though you cared for me
There's distance in your eyes tonight
So we're not meant to be
The love is gone
The love is gone
The sweetest dream
That you have ever known
The love is gone
The love is gone
I wish you well
But I must leave you now alone
There comes a moment in your life
Like a window and you see
Your future there before you
And how perfect life can be
But adventure calls with unknown voices
Pulling you away
Be careful or you may regret
The choice you make someday
It was almost love
It was almost always
It was like a fairytale we'd live out
You and I
And yes some dream come true
And yes some dreams fall through
And yes the time has come for us to say goodbye
Yes some dreams come true
Yes some dreams fall through
And yes the time has come for us to say goodbye
"
Beauty and the Beast ,The Mob Song,"[Gaston] The Beast will make off with your children.
[Mob] {gasp}
[Gaston] He'll come after them in the night.
[Belle] No!
[Gaston] We're not safe till his head is mounted on my wall! I
say we kill the Beast!
[Mob] Kill him!
[Man I] We're not safe until he's dead
[Man II] He'll come stalking us at night
[Woman] Set to sacrifice our children to his monstrous appetite
[Man III] He'll wreak havoc on our village if we let him wander free
[Gaston] So it's time to take some action, boys
It's time to follow me
Through the mist
Through the woods
Through the darkness and the shadows
It's a nightmare but it's one exciting ride
Say a prayer
Then we're there
At the drawbridge of a castle
And there's something truly terrible inside
It's a beast
He's got fangs
Razor sharp ones
Massive paws
Killer claws for the feast
Hear him roar
See him foam
But we're not coming home
'Til he's dead
Good and dead
Kill the Beast!
[Belle] No! I won't let you do this!
[Gaston] If you're not with us, you're against us!
Bring the old man!
[Maurice] Get your hands off me!
[Gaston] We can't have them running off to warn the creature.
[Belle] Let us out!
[Gaston] We'll rid the village of this Beast. Who's with me?
[Mob] I am! I am! I am! ) 
Light your torch
Mount your horse
[Gaston] Screw your courage to the sticking place
[Mob] We're counting on Gaston to lead the way
Through a mist
Through a wood
Where within a haunted castle
Something's lurking that you don't see ev'ry day
It's a beast
One as tall as a mountain
We won't rest
'Til he's good and deceased
Sally forth
Tally ho
Grab your sword
Grab your bow
Praise the Lord and here we go!
[Gaston] We'll lay siege to the castle and bring back his head!
[Belle] I have to warn the Beast! This is all my fault! Oh, Papa,
what are we going to do?
[Maurice] Now, now, we'll think of something.
[Mob] We don't like
What we don't understand
In fact it scares us
And this monster is mysterious at least
Bring your guns
Bring your knives
Save your children and your wives
We'll save our village and our lives
We'll kill the Beast!
[Cogsworth] I knew it! I knew it was foolish to get our hopes up.
[Lumiere] Maybe it would have been better if she had never come at all.
Could it be?
[Mrs Potts] Is it she?
[Lumiere] Sacre Bleu! Invaders!
[Cogsworth] Encroachers!
[Mrs Potts] And they have the mirror!
[Cogsworth] Warn the Master! If it's a fight they want, we'll be
ready for them! Who's with me?
[Gaston] Take whatever booty you can find. But remember, the
Beast is mine!
[Objects] Hearts ablaze
Banners high
We go marching into battle
Unafraid although the danger just increased
[Mob] Raise the flag
Sing the song
Here we come, we're fifty strong
And fifty Frenchmen can't be wrong
Let's kill the Beast!
[Mrs Potts] Pardon me, Master.
[Beast] Leave me in peace.
[Mrs Potts] But sir! The castle is under attack!
[Mob] Kill the Beast!
Kill the Beast
[Lumiere] This isn't working!
[Featherduster] Oh Lumiere, we must do something!
[Lumiere] Wait, I know! ) 
[Mob] Kill the Beast!
Kill the Beast!
[Mrs Potts] What shall we do, Master?
[Beast] It doesn't matter now. Just let them come.
[Mob] Kill the Beast!
Kill the Beast!
Kill the Beast!
"
Kim Possible ,The Naked Mole Rap,"Yo, listen up,
Have a howler from Ron
The Naked Mole Rap is the
Name of the song
Here's the story
In all it's glory
Ain't hiding nothin?
Don't know what the truth is,
How Ron met Rufus
Never heard a cat yarn
Never heard a puppy kern
My dad's allergic to every kind of fur
So I searched for hairless pets
On the internet
Saw a a'this thing on a pet thing
Gonna need sun screen
What is that, that freaky thing?
(Yes, that's right
It's a naked mole rat) 
C'mon, y'all, let the girlies sing
(Listen to the naked mole rap) 
What is that, that freaky thing?
(Yes, that's right
It's a naked mole rat) 
Hey, wait I can't hear the girlies sing
(Listen to the naked mole rap) 
I heard Smarty Mart was
Havin? a sale
On a hairless pink rodent
With a long skinny tail
It seemed that this could be a solution
The perfect pet for my dad's
Sensitive constitution
So the manager came
To open the cage
He said,
?You know this pet's hairless??
I said I couldn't care less
He handed him to me he said,
?Be careful, don't drop it,
And do you want this cage??
No I keep him in my pocket
What is that, that freaky thing?
(Yes, that's right
It's a naked mole rat) 
C'mon, y'all, let the girlies sing
(Listen to the naked mole rap) 
What is that, that freaky thing?
(Yes, that's right
It's a naked mole rat) 
I'm gonna buy me, some bling bling (Listen to the naked mole rap) 
(Rufus, the naked mole rat) 
Can I get a boo-ya
Can I get a boo-ya
Look at the camera say cheese
Smile for the camera say cheese
Can I get a boo-ya
Can I get a boo-ya
Look at the camera say cheese
Smile for the camera say cheese
We've heard of Bueno Nacho
Chimerito and a naco
Always grande size it
Why not? I'm buyin?
Wit? Rufus in my pocket
You can't stop it
Can't top it, don't drop it
You might just pop it
Rufus and Ron Stoppable
Wit? our best friend, Kim Possible
We're not afraid of any attack
Yo, K.P. we've got your back
"
Winnie the Pooh ,The New Adventure Of Winnie The Pooh(theme),"I gotta get up
I gotta get goin'
I gonna see a friend of mine
(He's round and he's fuzzy, I love him because he's just...) 
Pooh beah, Winnie the Pooh bear
Wherever you go, oh won't you take me please
Pooh bear, I know he's out there
Rumbly tumbly
Climbin' a honey tree
Fun never ends for us, we're so adventurous
'Least every now and again
But when you're alone, and there's nobody home
It's nice to be able
To count on a friend like
Pooh bear, Winnie the Pooh Bear
Wherever you go, oh won't you take me please
Pooh Bear, I gotta be the-e-ere
It's me and it's you
My silly ol' Winnie the Pooooooooooh
"
Robin Hood ,The Phony King Of England,"Oh the world will sing of an English King
A thousand years from now
And not because he passed some laws
Or had that lofty brow
While bonny good King Richard leads
The great crusade he's on
We'll all have to slave away
For that good-for-nothin' John
Incredible as he is inept
Whenever the history books are kept
They'll call him the phony king of England
A pox on the phony king of England!
He sits alone on a giant throne
Pretendin' he's the king
A little tyke who's rather like
A puppet on a string
And he throws an angry tantrum
if he cannot have his way
And then he calls for Mum while he's suckin' his thumb
You see, he doesn't want to play
Too late to be known as John the First
He's sure to be known as John the worst
A pox on that phony king of England!
While he taxes us to pieces
And he robs us of our bread
King Richard's crown keeps slippin' down
Around that pointed head
Ah! But while there is a merry man
in Robin's wily pack
We'll find a way to make him pay
And steal our money back
The minute before he knows we're there
Ol' Rob'll snatch his underwear
The breezy and uneasy king of England
The snivellin' grovellin'
Measly weasely
Blabberin' jabberin'
Gibberin' jabberin'
Blunderin' plunderin'
Wheelin' dealin'
Prince John, that phony king of England
Yeah!
"
Peter Pan ,The Second Star To The Right,"The second star to the right
shines in the night for you
to tell you that the dreams you plan
really can come true.
The second star to the right
shines with a light so rare.
And if it's Never Land you need,
its light will lead you there.
Twinkle, twinkle, little star,
so we'll know where you are.
Gleaming in the skies above,
lead us to the land we dream of.
And when our journey is through,
each time we say good night,
we'll thank the little star that shines
the second from the right.
"
mckenzie goll,The shine from the rainbow,"lucy
once upon time there was a dream about the shine from the rainbow
but love is the shine from the rainbow oh ya there's a boy
form the rainbow but the shine from the rainbow is there ohhhhhh ya
max
but the shine from the rainbow is real to me oh ya I love the shine from the rainbow it shine everywhere I go but lucy and I are just best friends together ohhhhhhh ya
both
the shine from the rainbow is love but love is friends forever
the shine from the rainbow is best friends and family and together shine shine the shine from..... the... rainbow oh ya
"
Walt Disney’s Wonderful World of Color ,The Spectrum Song Disney,"Red, yellow, green, red, blue blue blue
Red, purple, green, yellow, orange, red red
Red, yellow, green, red, blue blue blue
Red, purple, green, yellow, orange, red red
Blend them up and what do you get?
Ceries, chartous, and aqua
Mauve, beige, and ultra marine, and every colour in between
Hazo ka li ka no cha lum bum
Colour has it's harmony and just like I have said
Red, yellow, green, red, blue blue blue
Red, purple, green, yellow, orange, red red
Blend them all and what do you get?
Ceries, chartous, and aqua
Mauve, beige, and ultra marine, and every colour in between
Ing za ri ka fo zi brun brun
Colour has it's harmony and just as I have said
Red, yellow, green, red, blue, pink, grey
And white, and plaid and blue, green, white, yellow and toodinz 'n' and and and
right and and strips with blue and a black and Plaid and a....a
oo and ...vut vut, vait a second, vut vut's going on wid all da colours?
Blue, red, green, green, white, white, black....
vut ever happened to just plain old lavender blue dilly dilly dilly dilly.......dilly
....silly
"
Disneyland,The Tiki Room-from Walt Disney Land,"All the birds sing the words
And the flowers croon in the tiki, tiki, tiki, tiki, tiki room
Welcome to our tropical hide away
You lucky peoploe you!
If we weren't in the show starting right away we'd be the audience too
All together!
CHORUS:
In the tiki, tiki, tiki, tiki, tiki room
In the tiki, tiki, tiki, tiki, tiki room
All the birds sing the words and the flowers croon
In the tiki, tiki, tiki, tiki, tiki room
1st man:
i sing so beautiful i should sing solo!!!
2nd man:
See solo we cannot hear you!!
3rd man:
My voice may not be so marvoleaus but my profile is out of this world!
4th man:
The problem is... it's not far enough out of this world!!
2nd man:
Hawaiian bird is a clawed macaw! 1st man: because they have claws?
2nd man:No! because they're macaws! And their beautiful friend is a jolly toucan & it can sing better than 2 toucan can!!!
3rd man:
The bird paradise is an elegant bird! It likes to be seen and loves to be heard
Most little birdies will fly away but the tiki room birds are here every day!
CHORUS
1st man:
Our show was delightful we hope you agree! we hope that it fills you with pleasure and glee
Because if we don't make you fill like that we're gonna wind up on a lady's hat!!
CHORUS
we love you and you love us so c'mon and join us in another chorus!!!
CHORUS x 2"
Pocahontas,The Virginia Company,"In sixteen hundred seven
We sail the open sea
For glory, God, and gold
And The Virginia Company
For the New World is like heaven
And we'll all be rich and free
Or so we have been told
By The Virginia Company
For glory, God and gold
And The Virginia Company
On the beaches of Virginny
There's diamonds like debris
There's silver rivers flow
And gold you pick right off a tree
With a nugget for my Winnie
And another one for me
And all the rest'll go
To The Virginia Company
It's glory, God and gold
And The Virginia Company
"
Alice in Wonderland,The Walrus And The Carpenter,"The Walrus and the Carpenter
Or, The Story of the Curious Oysters
The sun was shining on the sea
Shining with all his might
He did his very best to make
The billows smooth and bright
And this was odd because it was
The middle of the night
The Walrus and the Carpenter
Were walking close at hand
The beach was wide
From side to side
But much too full of sand
""Mr. Walrus,"" said the Carpenter
""My brain begins to perk
We'll sweep this clear in 'alf a year
If you don't mind the work""
""Work?! The time has come,"" the Walrus said
""To talk of other things
Of shoes and ships and sealing wax
Of cabbages and kings
And why the sea is boiling hot
And whether pigs have wings
Calloo-Callay
No work today!
We're cabbages and kings""
Oh, uh, Oysters, come and walk with us
The day is warm and bright
A pleasant walk
A pleasant talk
Would be a sheer delight
Yes, and should we get hungry on the way
We'll stop and, uh, have a bite?
But Mother Oyster winked her eye
And shook her hairy head
She knew too well
This was no time to leave her Oyster bed
""The sea is nice,
Take my advice
And stay right here,"" Mum said
Yes, yes, of course, of course, but, uh, ha, ha
The time has come, my little friends
To talk of other things
Of shoes and ships and sealing wax
Of cabbages and kings
And why the sea is boiling hot
And whether pigs have wings, ha ha
Callo-Callay
Come, run away
With cabbages and kings!
Well, now, uh, let me see
Ah, a loaf of bread is
What we chiefly need!
Listen, how 'bout some pepper and salt and vinegar, eh?
Well, yes, yes, splendid idea, ha ha!
Very good, indeed
Now, if your ready, Oysters, dear.
We can begin the feed.
Feed?!
Oh, yes, the time has come, my little friends
To talk of food and things
Of peppercorns and mustard seeds
And other seasonings!
We'll mix 'em all together
In a sauce that's fit for kings
Calloo-Callay
We'll eat today
Like cabbages and kings!
I, uh, weep for you. I (hic) , oh excuse me
I deeply sympathise
For I've enjoyed your company, oh much more
Than you realize
Little Oysters? Little Oysters?
But answer, there came none
And this was scarcely odd because
They'd been eaten
Every one!
"
The Many Adventures of Winnie the Pooh,The Wonderful Thing About Tiggers,"The wonderful thing about Tiggers
Is Tiggers are wonderful things
Their tops are made out of rubbers
Their bottoms are made out of springs
They're bouncy, trouncy, founcy, pouncy
fun, fun, fun, fun, FUN
But the most wonderful thing about Tiggers
IS
I'm the only one
The wonderful thing about Tiggers
Is Tiggers are wonderful chaps
They're loaded with vim and with vigor
And love to leap in your laps
They're bouncy, trouncy, flouncy, pouncy
fun, fun, fun, fun, FUN
But the most wonderful thing about Tiggers
IS
I'm the only one
Tiggers are wonderful fellahs
Tiggers are awfully sweet
Everyone else is jealous
And that's why I repeat...
(Repeat first) 
"
Newsies,The World Will Know,"Newsies - The World Will Know
//Jack//
Pulitzer and Hearst, they think we're nothin'!
Are we nothin'?
//Newsies//
No!
//Jack// (sung) 
Pulitzer and Hearst they think hey got us.
Do they got us?
//Newsies//
NO!
//Jack//
Even though we ain't got hats or badges,
We're a union just by sayin' so!
And the world will know!
What's it gonna take to stop the wagons?
Are we ready?
//Newsies//
YAH!
//Jack//
What's it gonna take to stop the scabbers?
Can we do it?
//Newsies//
YAEH!
//Jack//
We'll do what we gotta do until we break the will of mighty Bill and Joe!
//Newsies//
And the World will know!
And the journal too!
Mister Hearst and Pulitzer have we got news for you!
Now the world will hear
What we've got to say!
We've been hawkin' headlines but we're makin' 'em today!
And our ranks will grow!
//Crutchy//
And we'll kick their rear!
//Newsies//
And the world will know that we've been here!
//Jack//
When the circulation bell starts ringing, will we hear it?
//Newsies//
NO!
//Jack//
What if the Delancys come out swingin'?
Will we hear it?
//Newsies//
No!
When you got a hundred voices singin',
Who can hear a lousy whistle blow?
And the World will know
That this ain't no game
That we got a ton of rotten fruit and perfect aim
So they gave their word
But it ain't worth beans
Now they're gonna see what 'stop the presses' really means
And the day has come
And the time is now
And the fear is gone
//Boots//
And our name is Mud...
//Newsies//
And the strike is on
//Boots//
And I can't stand blood...
//Newsies//
And the world will know!
//Jack//
Pulitzer may own the world but he don't own us!
//Newsies//
Pulitzer may own the world but he don't own us!
//Jack//
Pulitzer may crack the whip but he won't whip us!
//Newsies, split into two groups at the end//
Pulitzer may crack the whip but he won't whip us!
And the world will know
And the world will learn
And the world will wonder how we made the tables turn
And the world will see
That we had to choose
That the things we do today will be tomorrow's news
And the old will fall
And the young stand tall
And the time is now
((And the winds will blow...) ) 
And our ranks will grow
((And grow...) ) 
And grow
((And so the) ) 
//All together//
The world will feel the fire and finally know!
"
The Great Mouse Detective,The World's Greatest Criminal Mind,"Ratigan: My friends, we are about to embark on the most
Odious, th most evil, the most diabolical scheme
Of my illustrious career. A crime to top all crimes,
a crime thatt will live in infamy! Tommorrow
evening, our beloved monarch celebrates her
diamond jubilee. And, with the enthusiastic help of
our good friend Mr. Flaversham, it promises to be a
night she will never forget. Her last ight, and my first
as Supreme Ruler of all Mousedom!
From the brain that brought you the Big Ben Caper
The head that made headlines in every newspaper
And wonderous things like the Tower Bridge Job
That cunning display that made London a sob
Now comes the real Tour de Force
Tricky and wicked of course
My earlier crimes were fine for their times
But now that I'm at it again
An even grimmer plot has been simmering
In my great criminal brain
Chorus: Even meaner? You mean it?
Worse than the widows and orphans you drowned?
You're the best of the worst around
Oh, Ratigan
Oh, Ratigan
The rest fall behind
To Ratigan
To Ratigan
The world's greatest criminal mind!
Ratigan: Thank you. But it hasn't all been
champagne and caviar. I've had my share of
adversity, thanks to that miserable, second rate
detective, Basil of Baker Street. For years that
insufferable pipsqeek has interfered with my plans.
I haven't had a moments peice of mind. But, all
that's in the past! This time, nothing, not even
Basil, can stand in my way! All will bow before
me!
Chorus: Oh, Ratigan
Oh, Ratigan
You're tops and that's that
To Ratigan
To Ratigan
Mouse1: To Ratigan the world's greates rat!
Ratigan: What was that?? What did you call me??
Mouse2: Oh, oh, he didn't mean it, Professor
Mouse3: I-it was just a slip of the tongue.
Ratigan: I AM NOT A RAT!!!
Mouse4: 'Course you're not. You're a mouse!
Mouse5: Yeah, that's right. Right! A mouse...
Mouse6: Yeah, a big mouse!
Ratigan: SILENCE! Oh, my dear Bartholomew. I'm afraid that
you've gone and upset me. You know what happens
when someone upsets me.
Mouse1: Oh, Ratigan
Oh, Ratigan
You're tops and that's that
(oh, dear) 
To Ratigan
To Ratigan
To Ratigan the world's greatest -
Felicia: Meow.
Ratigan: Oh, Felicia, my precious, my baby. Did Daddy's
little honey bun enjoy her tasty treat?
Felicia: Urp.
Ratigan: I trust there will be no further interruptions?
And now, as you were singing?
Chorus: Even louder
We'll shout it!
No one can doubt what we know you can do
You're more evil that even you
Oh, Ratigan
Oh, Ratigan
You're one of a kind
To Ratigan
To Ratigan
The world's greates criminal mind!!!"
Bambi II,There is life,"Under the snow
Beneth the frozen streams
There is life
You'll have to know
When nature sleeps she dreams
There is life
And the colder the winter
The warmer the spring
The deeper the sorrow
The more our hearts sing
Even when you can't see it
Inside everything
There is Life...
Oh....
After the Rain
The sun will reappear
There is life
After the pain
The joy will still be here
There is life
For it's out of the darkness
That we learn to see
And out of the silence
That songs come to be
And all that we dream of
Awaits patently
There is life
There is life
Ohohoohooo
"
Pete's dragon,there's room for everyone,"Nora: there's room for everyone in this world if everyone makes some room, won't you move over and share this world everyone make some room. even a dragon deserves a place a wide open space with no reigns no chains. he want's to play games and dance with you so give him a chance to sing his song he only wants to belong.
Pete: there's room for everyone in this world will everyone make some room. spread out while Elliot gets uncurled fly on his back and zoom.
Nora & Pete: rock him and ride him and line up beside him you'll see how quickly you blend.
Nora: a dragon is just one more stranger in search of a friend. from an ant to a bird to a buffalo heard let them walk and fly and roam.step aside and let them live it's simple to give like us they just need a home. there's room for everyone in this world back up and make some room. let's all move over and share this world everyone make some room.just think how far out the ocean goes the whirling wing blows shore to shore; door to door. think of the valleys the mountain tops the earth never stops so deep so high with miles of skies we all have part of the pie.there's room for everyone in this world will every one make some room. love given freely can spare this world let friendly feelings bloom.
Pete & group: just give an inch give a yard never flinch when the time comes to offer a hand.
Nora: so let all make sure that we give everyone somewhere to stand
Pete: so let all make sure that we give everyone somewhere to stand
Nora: just the way god planned it just the way god planed.
"
Aladdin ,Theres A Party In Agrabah Part 2,"ALADDIN:
There's a party here in Agrabah
And the party's all for me
Just look, you guys, at where we are,
And how our dreams have come to be!
JASMINE:
There's a party here in Agrabah
And I can't believe it's true
After all this waiting, here we are
We'll finally get so say ""I do!""
ALADDIN:
I never, ever had a real family
JASMINE:
I never, ever had a real true friend
BOTH:
Someone who could just understand me...
IAGO:
Hey, c'mon, Aladdin, this mush has gotta end!
GENIE:
There's a party here in Agrabah
And it's starting right away
Let's getcha dressed, 'cause you're the star!
Hey, c'mon, it's your wedding day!
CROWD:
Aladdin's gettin' married, and it's gonna be
The wedding of the century
Amazing how Aladdin could've come so far...
GENIE:
They're finally gettin'married
SULTAN:
They're finally gettin' married
THIEVES:
They're finally gettin' married
IAGO:
Look at all these presents!
JASMINE:
We're finally getting married
ABU:
(squeaks) They're finally gettin' married
ALADDIN:
I'm finally gettin' married!
CROWD:
They're finally gettin' married!
At the party in Agrabah!!
(background) (mumbling) 
Such a sight to see
Come on, go with me
To the party in Agrabah!
"
Aladdin ,Thin Air,"[Jasmine] You showed me the world
When i was all locked up inside
You reached out your hand and took me on a magic carpet ride
One look at your smile and i could see the light
Shinning everywhere
People like you, don't come out of thin air.
[Aladdin] Oh Jasmine
You don't understand
There is so much that you don't see
Just think if you can
What growing up had to be like for me
Your fathers a man
Who teaches you who you are
Mine was never there
So how can you say i don't come out of thin air
Theres so much i want to know
[Jasmine] You've got the chance to learn
[Aladdin] If it means i have to go
[Jasmine] I'll be right here when you return
Our wedding can wait
(i love you) 
I think it's worth this small delay
(maybe you're right) 
And wont it be great
to have your father
see our wedding day
[Aladdin] I've waited so long
(it isn't too late) 
to learn the truth
[Both] And now at last we can finnally say
[Jasmine] Your father is really there
[Aladdin] Theres so much that we might share
[Jasmine] and you'll finnally learn
[Both] You don't come out of thin air
"
Night,This Is Halloween,"Boys and girls of every age
Wouldn't you like to see something strange
Come with us and you will see
This our town of Halloween
This is Halloween
This is Halloween
Pumpkins scream in the dead of night
This is Halloween
Everybody make a scene
Trick or treat
'Til the neighbors gonna die of fright!
It's our town!
Everybody scream
In this town of Halloween
I am the one hiding under your bed
Teeth round sharp and eyes glowing red
I am the one hiding under your stairs
Fingers like snakes and spiders in my hair
This is Halloween
This is Halloween
Halloween Halloween
Halloween Halloween
In this town we call home
Everyone hail to the pumpkin song
In this town, don't we love it now
Everybody's waiting for the next surprise
Round that corner
man hiding in the trash can
Something's waiting it depends on how you
Scream this is Halloween
Red and black and slightly green
Aren't you scared?
Well that's just fine!
Say it once
Say it twice
Take a chance and roll the dice!
Ride with the moon in the dead of night
Everybody scream
Everybody scream!
In our town of Halloween
I am the clown with the tear away face
Here in a flash and gone without a trace
I am the who when you call who's there
I am the wind blowing through your hair
I am the shadow on the moon at night
Filling your dreams to the brim with fright
This is Halloween
This is Halloween
Halloween Halloween
Halloween Halloween
Halloween Halloween
Tender lovelings everywhere
Life's no fun without a good scare
That's our job but we're not mean
In our town of Halloween
In this town don't we love it now
Everyone's waiting for the next surprise
Skeleton Jack might catch you in the back and
Scream like a banshee make you jump out of your skin
This is Halloween
Everybody scream
Won't you please make way for a very special guy
Our Man Jack is king of the pumpkin patch
Everyone hail to the pumpkin king
This is Halloween
This is Halloween
Halloween Halloween
Halloween Halloween
In this town
We call home
Everyone hail to the pumpkin song
La la la la la....
Weee!
"
camp rock,THIS IS me,"(Demi:) 
I've always been the kind of girl
That hid my face
So afraid to tell the world
What I've got to say
But I have this dream
Right inside of me
I'm gonna let it show
It's time to let you know,to let you know
(Chorus:) 
This is real, this is me
I'm exactly where I'm supposed to be now
Gonna let the light shine on me
Now I've found who I am
There's no way to hold it in
No more hiding who I wanna be
This is me
Yeah..
Do you know what it's like
To feel so in the dark?
To dream about a life
Where you're the shining star
Even though it seems
Like it's too far away
I have to believe in myself
It's the only way
This is real, this is me
I'm exactly where I'm supposed to be now
Gonna let the light shine on me
Now I've found who I am
There's no way to hold it in
No more hiding who I wanna be
This is me
(Joe:) 
You're the voice I hear inside my head
The reason that I'm singing
I need to find you, I gotta find you
You're the missing piece I need
The song inside of me
I need to find you, I gotta find you
This is real, this is me
I'm exactly where I'm supposed to be now
Gonna let the light shine on me
Yeah..
now i 've found who i am there 's no way to hold it in
There's no way to hold it in
No more hiding who I wanna be
This is me, this is me yeah........
Now I've found who I am
There's no way to hold it in
No more hiding who I wanna be
This is me
"
The Swan Princess,This Is My Idea,"Derek: I can't believe I'm stuck with her all summer
I'll be she doesn't wrestle, hunt or box
Odette: He looks conceited
Derek: What a total bummer
Odette & Derek: If I get lucky I'll get chicken pox
Derek: So happy you could come
Odette: So happy to be here
Odette & Derek: How I'd like to run
Odette: This is not my idea
Derek: This isn't my idea
Odette & Derek: Of fun
Queen Uberta: The children seem to get along quite nicely
King William: We'll join our lands if this arrangement clicks
Queen Uberta: My dear King William, that's my point precisely
King William: It's such good parenting
Queen Uberta: And politics
So happy we agree
King William: I think we've got a deal
Queen Uberta: Derek's quite a catch
King William: This is my idea
Queen Uberta: This is my idea
King William & Queen Uberta: Of a match
King William: Good heavens, child, don't dawdle
We can't keep Derek waiting
Odette: I haven't packed or washed my hair
And father I get seasick
Queen Uberta: She soon will be arriving
Is that respect you're showing
Derek: To make me kiss her hand again
I swear I'm gonna be sick
King William: One day Prince Derek will be her intended
Queen Uberta: Splendid
Derek: We've tried all summer but we just can't lose her
Odette: Hey fellas, wait up!
Bromley: Quick, put on some speed
Derek: When picking teams
Bromley: Or friends
Derek: I never choose her
Bromley: You'd think she'd take a hint a learn to read
Odette: This really isn't fair
Derek & Bromley: We really couldn't care
Odette: Boys, it's all or none
This is not my idea
Derek & Bromley: This isn't my idea
Odette, Derek & Bromley: Of fun
Chorus Long before they met
Derek and Odette
Were destined to be wedded
However anyone could see
The only point on which they didn't disagree
Was that the very thought of summertime
Was dreaded
Derek: She tries to talk me into playing dress-up
She's always flirting with the castle guards
Bromley: I think you really sorta like her, 'fess up
Derek: I'd like her better if she'd lose at cards
Four sevens and a ten
Odette: I think I've won again
Derek & Bromley: Every time she's won
Odette: This is my idea
Derek: This isn't my idea
Odette & Derek: Of fun
Chorus We need a royal wedding
I'd love to be invited
At least we'd get a holiday to rest our ploughs and axes
Someday these two will marry
Two lands will be united
And with some luck their marriage may result in lower taxes
King William: What if Odette doesn't go for the merger?
Queen Uberta: Urge her!
Odette & Derek: For as long as I remember
We've been told we'd someday wed
Every June until September
Derek: All their pushing and annoying hints
Odette: I've got bruises with their fingerprints
Derek: I can do much better I am sure
Odette: He's so immature
Odette: I see him smiling and my knees start buckling
I see inside him and my doubts are gone
Derek She started out as such an ugly duckling
And somehow suddenly became a swan
Odette: So happy to be here
Derek: 'Til now I never knew
Odette & Derek: It is you I've been dreaming of
Derek: This is my idea
Odette: This is my idea
Chorus What a good idea, such a charming and romantic notion
This is my idea (This is my idea) 
Such a good idea (Such a good idea) 
What a good idea, such a powerful and magic potion
This is exactly my idea
Of love
Odette: This is my idea
Derek: This is my idea
Odette & Derek: This is my idea
Of love
"
 The Aristocats,Thomas O'mally,"I like a cheech-a-cheech-
chee-roni
Like they make at home or
A healthy fish
with the big backbone
I'm Abraham deLacy
Giuseppe Casey
Thomas O'Malley
O'Malley, the alley cat!
I've got that wanderlust
Gotta walk the scene
Gotta kick up highway dust
Feel the grass that's green
Gotta strut them city streets
Showin' off my Eclat, yeah
Tellin' my friends
of the social elite
Or some cute cat
I happen to meet that
I'm Abraham deLacy
Giuseppe Casey
Thomas O'Malley
O'Malley, the alley cat!
I'm king of the highway
Prince of the boulevard
Duke of avant arde
The world is my back yard
So if you're goin' my way
That's the road you wanna seek
Calcutta to Rome or
home-sweet-home in Paris
Magnifique, you all
I only got myself
And this big old world
When I sip that cup of life
With my fingers curled
I don't worry what road to take
I don't have to think of that
Whatever I take
is the road I make
It's the road of life
make no mistake, for me
Yeah, Abraham deLacy
Giuseppe Casey
Thomas O'Malley
O'Malley, the alley cat!
That's right
And I'm very proud of that
yeah
"
Prince of Egypt ,Through Heaven's Eyes,"Lyrics
A single thread in a tapestry
though its color brightly shines
can never see its purpose
in the pattern of the grand design
and the stone that sits up on the very top
of the mountain's mighty face
does it think that it's more important
than the stones that forms the base
So how can you see what your life is worth
or where your value lies
ohhhh, you can never see through the eyes of man
you must look at your life
look at your life through heaven's eyes
lai-la-lai...through heaven's eyes(2X) 
A lake of gold in the desert sand
is less than a cool fresh spring
and to one lost sheep, a shepard boy
is greater than the richest king
should a man lose everything he owns
has he truly lost his worth
or is it the beginning
of a new and brighter birth
So how do you measure the worth of a man
in wealth or strength or size
in how much he gained or how much he gave
the answer will come to ya
to look at his life through heaven's eyes
lai-la-lai...through heaven's eyes(2X) 
and that's why we share all we have with you
though there's little to be found
when all you've got is nothing
there's lots to go around
No life can escape being blown about
by the winds of change and chance
and though you never know all the steps
you must learn to join the dance
you must learn to join the dance
lai-la-lai...through heaven's eyes(repeat until fade)"
Winnie the Pooh ,Tigger Song,"The wonderful thing about Tiggers
Is Tiggers are wonderful things.
Their tops are made of rubbers
The bottoms are made of springs.
They're
Bouncy,
Flouncy,
Trouncy,
Pouncy,
Fun, fun, fun, fun, FUN!!!
The wonderful thing about Tiggers
Is I'm the only one
I'm the only one !
Tiggers are lovely fellows, tiggers are awfully sweet,
 everyone else is jealous, that's why I repeat and repeat,
Tiggers are wonderful fellows, tiggers are lovely chaps,
They love to leap on their bottoms,
They love to leap in your laps!
They're bouncy flouncy trouncy pouncy, fun! Fun! Fun!
But the more wonderful thing about Tiggers of course,
I'm the only one, yes, I'M the only one!
"
